1.8.2017;Adlershof;FOOD;5;fish;Leckerer gemischter Salat mit Thunfisch, Mais, Paprika und Vinaigrette
1.8.2017;Adlershof;FOOD;6;;Gnocchi mit Gorgonzola und Bacon
1.8.2017;Adlershof;FOOD;7;fish;Das „Club Tuna“- Sandwich mit Thunfisch, Mayo, Salat, Tomaten und Bacon
2.8.2017;Adlershof;FOOD;5;fish;Leckerer gemischter Salat mit Thunfisch, Mais, Paprika und Vinaigrette
2.8.2017;Adlershof;FOOD;6;;Gnocchi mit Gorgonzola und Bacon
2.8.2017;Adlershof;FOOD;7;fish;Das „Club Tuna“- Sandwich mit Thunfisch, Mayo, Salat, Tomaten und Bacon
3.8.2017;Adlershof;FOOD;5;fish;Leckerer gemischter Salat mit Thunfisch, Mais, Paprika und Vinaigrette
3.8.2017;Adlershof;FOOD;6;;Gnocchi mit Gorgonzola und Bacon
3.8.2017;Adlershof;FOOD;7;fish;Das „Club Tuna“- Sandwich mit Thunfisch, Mayo, Salat, Tomaten und Bacon
4.8.2017;Adlershof;FOOD;5;fish;Leckerer gemischter Salat mit Thunfisch, Mais, Paprika und Vinaigrette
4.8.2017;Adlershof;FOOD;6;;Gnocchi mit Gorgonzola und Bacon
4.8.2017;Adlershof;FOOD;7;fish;Das „Club Tuna“- Sandwich mit Thunfisch, Mayo, Salat, Tomaten und Bacon
7.8.2017;Adlershof;FOOD;5;vegetarian;Caprese Salat
7.8.2017;Adlershof;FOOD;6;;Spätzle mit Spinat und Bacon
7.8.2017;Adlershof;FOOD;7;; Burger der Woche mit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika
8.8.2017;Adlershof;FOOD;5;vegetarian;Caprese Salat
8.8.2017;Adlershof;FOOD;6;;Spätzle mit Spinat und Bacon
8.8.2017;Adlershof;FOOD;7;; Burger der Woche mit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika
9.8.2017;Adlershof;FOOD;5;vegetarian;Caprese Salat
9.8.2017;Adlershof;FOOD;6;;Spätzle mit Spinat und Bacon
9.8.2017;Adlershof;FOOD;7;; Burger der Woche mit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika
10.8.2017;Adlershof;FOOD;5;vegetarian;Caprese Salat
10.8.2017;Adlershof;FOOD;6;;Spätzle mit Spinat und Bacon
10.8.2017;Adlershof;FOOD;7;; Burger der Woche mit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika
11.8.2017;Adlershof;FOOD;5;vegetarian;Caprese Salat
11.8.2017;Adlershof;FOOD;6;;Spätzle mit Spinat und Bacon
11.8.2017;Adlershof;FOOD;7;; Burger der Woche mit Rindfleisch, Emmentaler, Bacon, Rucola und gegrillter Paprika
